isogroup203523	A0A0H2VDN9	GO:0009986; GO:0019862; GO:0046872; GO:0050777; GO:1902564; GO:0009405
isogroup222126	A0A0H2VDN9	GO:0009986; GO:0019862; GO:0046872; GO:0050777; GO:1902564; GO:0009405
isogroup238636	A0A0H2VDN9	GO:0009986; GO:0019862; GO:0046872; GO:0050777; GO:1902564; GO:0009405
isogroup273926	A0A0H2VDN9	GO:0009986; GO:0019862; GO:0046872; GO:0050777; GO:1902564; GO:0009405
isogroup297260	A0A0H2VDN9	GO:0009986; GO:0019862; GO:0046872; GO:0050777; GO:1902564; GO:0009405
isogroup312953	A0A0H2VDN9	GO:0009986; GO:0019862; GO:0046872; GO:0050777; GO:1902564; GO:0009405
isogroup40743	A0A0H2VDN9	GO:0009986; GO:0019862; GO:0046872; GO:0050777; GO:1902564; GO:0009405
isogroup431706	A0A0H2VDN9	GO:0009986; GO:0019862; GO:0046872; GO:0050777; GO:1902564; GO:0009405
isogroup57712	A0A0H2VDN9	GO:0009986; GO:0019862; GO:0046872; GO:0050777; GO:1902564; GO:0009405
isogroup86778	A0A0H2VDN9	GO:0009986; GO:0019862; GO:0046872; GO:0050777; GO:1902564; GO:0009405
isogroup468560	A0A0H3JQ59	GO:0046872; GO:1990404; GO:0006471
isogroup187153	A0A0H3LKL4	GO:0043731; GO:0071949; GO:0019439
isogroup189233	A0A0I9QGZ2	GO:0046872; GO:0004802
isogroup208621	A0A0I9QGZ2	GO:0046872; GO:0004802
isogroup28002	A0A0I9QGZ2	GO:0046872; GO:0004802
isogroup283811	A0A0I9QGZ2	GO:0046872; GO:0004802
isogroup162148	A0A0K9RDW0	GO:0009535; GO:0071949; GO:0009540; GO:0009688
isogroup285878	A0A0K9RDW0	GO:0009535; GO:0071949; GO:0009540; GO:0009688
isogroup331274	A0A0L0P6P7	GO:0005634; GO:0031422; GO:0035861; GO:0003677; GO:0003917; GO:0046872; GO:0006265; GO:0043007; GO:1902969; GO:0007064; GO:0006301; GO:0007131; GO:0000018; GO:0007004
isogroup244714	A0A0M5K865	GO:0005576; GO:0042025; GO:0003677; GO:0009405
isogroup84085	A0A0N7KJT8	GO:0005634; GO:0005667; GO:0003700; GO:0044212; GO:0060860; GO:0009909; GO:0080050; GO:0009409; GO:0097548
isogroup114991	A0A0P0VG31	GO:0005788
isogroup79635	A0A0P0VG31	GO:0005788
isogroup239615	A0A0P0X004	GO:0016021; GO:0005886; GO:0005507; GO:0043682; GO:0016787; GO:0000166; GO:0009636
isogroup305300	A0A0P0X004	GO:0016021; GO:0005886; GO:0005507; GO:0043682; GO:0016787; GO:0000166; GO:0009636
isogroup41520	A0A0P6JG37	GO:0005615; GO:0005764; GO:0005634; GO:0102121; GO:0017040; GO:0071356; GO:0046513; GO:0046514; GO:0030216; GO:0062098; GO:0050810; GO:0046512
isogroup313102	A0A0R4I9Y1	GO:0005829; GO:0016887; GO:0046872; GO:0004842; GO:0006511
isogroup190480	A0A0R4IBK5	GO:0005829; GO:0016887; GO:0046872; GO:0004842; GO:0008015; GO:0002040; GO:0006511
isogroup275084	A0A0R4IBK5	GO:0005829; GO:0016887; GO:0046872; GO:0004842; GO:0008015; GO:0002040; GO:0006511
isogroup348858	A0A0R4IBK5	GO:0005829; GO:0016887; GO:0046872; GO:0004842; GO:0008015; GO:0002040; GO:0006511
isogroup264228	A0A0R4IFG5	GO:0005930; GO:0097546; GO:0005576; GO:0060271; GO:0003341; GO:0007368; GO:0060287
isogroup158387	A0A0R4IKJ1	GO:0005634; GO:0016422; GO:0099122; GO:1904047; GO:0080009; GO:0045727
isogroup263525	A0A0R8YWJ7	GO:0016787; GO:0008168; GO:0031177; GO:0016746
isogroup241962	A0A125S9M5	GO:0005882; GO:0005637
isogroup125210	A0A125S9M6	GO:0005938; GO:0005882
isogroup290774	A0A131MCZ8	GO:0016323; GO:0016021; GO:0005886; GO:0022857; GO:0008340; GO:0045087; GO:0010960; GO:0015693; GO:1905941; GO:0040018; GO:0040026; GO:0032026
isogroup341669	A0A140IL90	GO:0016021; GO:0020037; GO:0005506; GO:0004497; GO:0016705; GO:0009820
isogroup252995	A0A140JWS7	GO:0050660; GO:0004499; GO:0050661
isogroup317569	A0A140JWS7	GO:0050660; GO:0004499; GO:0050661
isogroup59449	A0A140LI88	GO:0000785; GO:0005634; GO:0010780; GO:1903343; GO:0007129
isogroup112014	A0A140N890	GO:0047689; GO:0008881; GO:0042802; GO:0006807
isogroup286931	A0A144YEA5	GO:0016021; GO:0004310; GO:0046872; GO:0051996; GO:0006696
isogroup272014	A0A159BP93	GO:0051213; GO:0046872
isogroup333999	A0A159BP93	GO:0051213; GO:0046872
isogroup118489	A0A168WVR6	GO:0003875; GO:0046872
isogroup119931	A0A168WVR6	GO:0003875; GO:0046872
isogroup58442	A0A1B0GV03	noMatch
isogroup223896	A0A1B4XBG9	GO:0008168; GO:0017000
isogroup2238961	A0A1B4XBG9	GO:0008168; GO:0017000
isogroup2238964	A0A1B4XBG9	GO:0008168; GO:0017000
isogroup2238965	A0A1B4XBG9	GO:0008168; GO:0017000
isogroup2238967	A0A1B4XBG9	GO:0008168; GO:0017000
isogroup2238968	A0A1B4XBG9	GO:0008168; GO:0017000
isogroup2238969	A0A1B4XBG9	GO:0008168; GO:0017000
isogroup295828	A0A1B4XBG9	GO:0008168; GO:0017000
isogroup114919	A0A1D5P556	GO:0003779; GO:0017048; GO:0030036; GO:0021516; GO:0048715; GO:0090263; GO:0060828; GO:2000050; GO:0016055
isogroup336557	A0A1D6LAB7	GO:0009570; GO:0005634; GO:0005524; GO:0003723; GO:0003724; GO:0008270; GO:0009658; GO:0000373; GO:0042254
isogroup284396	A0A1L8HCK2	GO:0005929; GO:0005737; GO:0005856; GO:0003352
isogroup209241	A0A1P8AUY4	GO:0009941; GO:0005730; GO:0005654; GO:0009506; GO:0005524; GO:0016887; GO:0009738; GO:0009553; GO:0048638; GO:0000027; GO:0006364
isogroup293274	A0A1P8AUY4	GO:0009941; GO:0005730; GO:0005654; GO:0009506; GO:0005524; GO:0016887; GO:0009738; GO:0009553; GO:0048638; GO:0000027; GO:0006364
isogroup97221	A0A1X9QDU5	GO:0016021; GO:0005886; GO:0015297; GO:0006813; GO:0006814
isogroup43336	A0A8M2	GO:0005737; GO:0010494; GO:0000932; GO:0032991; GO:1990904; GO:0017151; GO:0003723; GO:0007275; GO:0017148
isogroup47180	A0AUP1	noMatch
isogroup218807	A0AUS0	GO:0004842
isogroup280011	A0AUV4	GO:0005737; GO:0005634; GO:0005524; GO:0004674; GO:0035556; GO:0006468
isogroup180522	A0B5R0	GO:0005737; GO:0004427; GO:0046872
isogroup219788	A0B6S6	GO:0005737; GO:0008757; GO:0008175
isogroup2197880	A0B6S6	GO:0005737; GO:0008757; GO:0008175
isogroup2197883	A0B6S6	GO:0005737; GO:0008757; GO:0008175
isogroup78284	A0B7D6	GO:0005737; GO:0005525; GO:0003924; GO:0003746
isogroup118620	A0BLX0	GO:0016020; GO:0004724; GO:0046872; GO:0004722
isogroup84822	A0BLX0	GO:0016020; GO:0004724; GO:0046872; GO:0004722
isogroup172356	A0BQL0	GO:0016020; GO:0004724; GO:0046872; GO:0004722
isogroup285716	A0BQL0	GO:0016020; GO:0004724; GO:0046872; GO:0004722
isogroup295710	A0CCD2	GO:0046872; GO:0004721
isogroup290580	A0CUB5	GO:0016020; GO:0004724; GO:0046872; GO:0004722
isogroup39547	A0CUB5	GO:0016020; GO:0004724; GO:0046872; GO:0004722
isogroup292109	A0DTY1	GO:0016020; GO:0004724; GO:0046872; GO:0004722
isogroup2186510	A0E358	GO:0005615; GO:0005764; GO:0004197; GO:0051603
isogroup203310	A0FGR9	GO:0005789; GO:0140268; GO:0031234; GO:0005887; GO:0031227; GO:0044232; GO:0005509; GO:0005544; GO:0031210; GO:0008429; GO:0035091; GO:0061817; GO:0006687; GO:0006869
isogroup313396	A0FGR9	GO:0005789; GO:0140268; GO:0031234; GO:0005887; GO:0031227; GO:0044232; GO:0005509; GO:0005544; GO:0031210; GO:0008429; GO:0035091; GO:0061817; GO:0006687; GO:0006869
isogroup46938	A0FKG7	GO:0005634; GO:0004198
isogroup113646	A0JJU1	GO:0016874; GO:0008168; GO:0016491; GO:0031177
isogroup239651	A0JJX5	GO:0005783; GO:0016021; GO:0008289; GO:0046872; GO:0006869
isogroup318527	A0JJX5	GO:0005783; GO:0016021; GO:0008289; GO:0046872; GO:0006869
isogroup115804	A0JM08	GO:0005737; GO:0005874
isogroup103487	A0JM23	GO:0005929; GO:0060271; GO:0090090; GO:2000095; GO:0016055
isogroup123894	A0JM23	GO:0005929; GO:0060271; GO:0090090; GO:2000095; GO:0016055
isogroup180520	A0JM23	GO:0005929; GO:0060271; GO:0090090; GO:2000095; GO:0016055
isogroup242532	A0JM23	GO:0005929; GO:0060271; GO:0090090; GO:2000095; GO:0016055
isogroup2425320	A0JM23	GO:0005929; GO:0060271; GO:0090090; GO:2000095; GO:0016055
isogroup270763	A0JM23	GO:0005929; GO:0060271; GO:0090090; GO:2000095; GO:0016055
isogroup247665	A0JM56	noMatch
isogroup89910	A0JMD4	GO:0016021; GO:0005765; GO:0005764; GO:0072345; GO:0005245; GO:0019722; GO:0034765; GO:2000290; GO:0014866; GO:0006939
isogroup166734	A0JMG9	GO:0005794; GO:0030173; GO:0015165; GO:0015136; GO:0008643
isogroup183378	A0JMH0	GO:0016021; GO:0051213; GO:0018193
isogroup323056	A0JMH0	GO:0016021; GO:0051213; GO:0018193
isogroup61283	A0JMH2	GO:0005576
isogroup118108	A0JN41	GO:0004089; GO:0008270
isogroup449813	A0JNA8	GO:0005694; GO:0016363; GO:0006310; GO:0006281; GO:0043433
isogroup204268	A0JNC4	GO:0005783; GO:0030176; GO:0102336; GO:0102337; GO:0102338; GO:0009922; GO:0102756; GO:0034625; GO:0034626; GO:0019367; GO:0035338; GO:0030148; GO:0006636; GO:0042761
isogroup219055	A0JNC4	GO:0005783; GO:0030176; GO:0102336; GO:0102337; GO:0102338; GO:0009922; GO:0102756; GO:0034625; GO:0034626; GO:0019367; GO:0035338; GO:0030148; GO:0006636; GO:0042761
isogroup344205	A0JNC4	GO:0005783; GO:0030176; GO:0102336; GO:0102337; GO:0102338; GO:0009922; GO:0102756; GO:0034625; GO:0034626; GO:0019367; GO:0035338; GO:0030148; GO:0006636; GO:0042761
isogroup298616	A0JND4	GO:0005634; GO:0071354; GO:0002281; GO:0045892; GO:0001503; GO:0030316; GO:0045944; GO:0050727
isogroup179095	A0JNG0	GO:0016021; GO:0030133
isogroup88079	A0JP26	noMatch
isogroup305245	A0JP85	GO:0030014; GO:0030015; GO:0005634; GO:0000932; GO:0030331; GO:0042974; GO:0031047; GO:0033147; GO:0048387; GO:0000122; GO:0017148; GO:0010606; GO:1900153; GO:0060213
isogroup322566	A0JP85	GO:0030014; GO:0030015; GO:0005634; GO:0000932; GO:0030331; GO:0042974; GO:0031047; GO:0033147; GO:0048387; GO:0000122; GO:0017148; GO:0010606; GO:1900153; GO:0060213
isogroup51510	A0JP86	GO:0005604; GO:0005201; GO:0009887; GO:0016477; GO:0034446; GO:0009888
isogroup109109	A0JPA0	GO:0016021; GO:0005886; GO:0015095; GO:0015081; GO:0022857; GO:0010960; GO:0015693
isogroup157227	A0JPA0	GO:0016021; GO:0005886; GO:0015095; GO:0015081; GO:0022857; GO:0010960; GO:0015693
isogroup108536	A0JPI9	noMatch
isogroup117013	A0JPI9	noMatch
isogroup306790	A0JPP8	GO:0005813
isogroup183200	A0L4B2	GO:0005737; GO:0005525; GO:0003924; GO:0046872
isogroup67846	A0LBW3	GO:0003852; GO:0009098
isogroup278618	A0LMC1	GO:0000287; GO:0050194; GO:0019700
isogroup163183	A0LQY9	GO:0008375; GO:0102710; GO:0000287; GO:0010125
isogroup209654	A0LTX3	GO:0005524; GO:0005525
isogroup119091	A0LWS7	GO:0005524; GO:0051082; GO:0006457
isogroup123928	A0MFS9	GO:0034707; GO:0005254
isogroup196220	A0MFS9	GO:0034707; GO:0005254
isogroup270312	A0PDV5	GO:0050266
isogroup111545	A0PQ29	GO:0008168; GO:0006629
isogroup274872	A0PVM7	GO:0008168
isogroup290674	A0Q6R5	GO:0051539; GO:0004160; GO:0046872; GO:0009097; GO:0009099
isogroup365211	A0Q6R5	GO:0051539; GO:0004160; GO:0046872; GO:0009097; GO:0009099
isogroup235999	A0QKY9	GO:0008168
isogroup275723	A0QL30	GO:0016491
isogroup279570	A0QLI5	GO:0005576; GO:0003956; GO:0000166; GO:0016779; GO:0090729; GO:0006471
isogroup173982	A0QNM2	GO:0008168
isogroup111122	A0QNZ7	GO:0005886; GO:0047372; GO:0006633; GO:0016042
isogroup274295	A0QP18	GO:0016021; GO:0005886; GO:0071555; GO:0006869
isogroup276636	A0QP18	GO:0016021; GO:0005886; GO:0071555; GO:0006869
isogroup296015	A0QP18	GO:0016021; GO:0005886; GO:0071555; GO:0006869
isogroup298524	A0QP18	GO:0016021; GO:0005886; GO:0071555; GO:0006869
isogroup62564	A0QP18	GO:0016021; GO:0005886; GO:0071555; GO:0006869
isogroup272943	A0QYL8	GO:0016021; GO:0005886; GO:0055085
isogroup171534	A0R0B0	GO:0004739; GO:0006096
isogroup292783	A0R0B0	GO:0004739; GO:0006096
isogroup297980	A0R0B0	GO:0004739; GO:0006096
isogroup309018	A0R4Q0	GO:0016620
isogroup113986	A0R566	GO:0004089; GO:0008270; GO:0015976
isogroup2550920	A0R566	GO:0004089; GO:0008270; GO:0015976
isogroup114759	A0RUI8	GO:0005737; GO:0005524; GO:0004827; GO:0006433
isogroup290922	A0RUI8	GO:0005737; GO:0005524; GO:0004827; GO:0006433
isogroup236251	A0T0C6	GO:0009535; GO:0009523; GO:0009055; GO:0020037; GO:0005506; GO:0018063; GO:0019684; GO:0022904
isogroup193417	A0T0L2	GO:0009535; GO:0009522; GO:0051539; GO:0009055; GO:0046872; GO:0009773
isogroup263916	A0T0L2	GO:0009535; GO:0009522; GO:0051539; GO:0009055; GO:0046872; GO:0009773
isogroup220555	A0T0T7	GO:0009535; GO:0016021; GO:0045158; GO:0045156; GO:0009767
isogroup27885	A1A1I4	GO:0005737; GO:0051539; GO:0046872; GO:0070040; GO:0019843; GO:0002935; GO:0000049; GO:0070475
isogroup282645	A1A4V9	noMatch
isogroup180998	A1A5G0	GO:0000777; GO:0005881; GO:0005794; GO:0005828; GO:0005815; GO:0043515; GO:0051010; GO:0007049; GO:0051301; GO:0034453; GO:0007020; GO:0031023
isogroup293543	A1A5G6	GO:0030659; GO:0016021; GO:0042470; GO:0005886; GO:0016471; GO:0000220; GO:0051117; GO:0046961; GO:0007035
isogroup249450	A1A5H6	GO:0030014; GO:0030015; GO:0005634; GO:0000932; GO:0030331; GO:0042974; GO:0048589; GO:0031047; GO:0033147; GO:0048387; GO:0000122; GO:0017148; GO:0010606; GO:1900153; GO:0060213
isogroup116404	A1A5P2	GO:0000794; GO:0005783; GO:0001650; GO:0005730; GO:0030687; GO:0008097; GO:0000447; GO:0002244; GO:0007080; GO:1902570; GO:1901796; GO:0000027; GO:0042273; GO:0000055
isogroup283274	A1A5R9	noMatch
isogroup116566	A1A6H3	GO:0009507; GO:0042644; GO:0009570; GO:0005634; GO:0042646; GO:0005524; GO:0046872; GO:0004747; GO:0046835; GO:0019303; GO:0009116
isogroup212197	A1A6H3	GO:0009507; GO:0042644; GO:0009570; GO:0005634; GO:0042646; GO:0005524; GO:0046872; GO:0004747; GO:0046835; GO:0019303; GO:0009116
isogroup66354	A1A6H3	GO:0009507; GO:0042644; GO:0009570; GO:0005634; GO:0042646; GO:0005524; GO:0046872; GO:0004747; GO:0046835; GO:0019303; GO:0009116
isogroup211679	A1AK41	GO:0016021; GO:0005886; GO:0015297; GO:0015081; GO:0006885
isogroup58797	A1BEV6	noMatch
isogroup86293	A1BEV6	noMatch
isogroup121116	A1C6X5	GO:0005789; GO:0012507; GO:0006888; GO:0015031
isogroup115266	A1CKE0	GO:0005737
isogroup158107	A1CRE5	GO:0016282; GO:0033290; GO:0005852; GO:0003743; GO:0001732
isogroup103901	A1CRI1	GO:0016491; GO:0042843
isogroup187119	A1CRV0	GO:0005576; GO:0004338; GO:0046872; GO:0071555; GO:0000272
isogroup229816	A1CRV0	GO:0005576; GO:0004338; GO:0046872; GO:0071555; GO:0000272
isogroup292650	A1CRV0	GO:0005576; GO:0004338; GO:0046872; GO:0071555; GO:0000272
isogroup43434	A1CRV0	GO:0005576; GO:0004338; GO:0046872; GO:0071555; GO:0000272
isogroup96450	A1CTZ6	GO:0005730; GO:0005524; GO:0003723; GO:0003724; GO:0006364
isogroup269227	A1CUK5	GO:0005634; GO:0004252; GO:0006915
isogroup377158	A1D4A7	GO:0016282; GO:0033290; GO:0005852; GO:0003743; GO:0001732
isogroup2151	A1D611	GO:0008234; GO:0006915
isogroup101193	A1DCV5	GO:0005576; GO:0008422; GO:0102483; GO:0030245
isogroup169759	A1DE13	GO:0005524; GO:0003677; GO:0004386; GO:0046872; GO:0004525; GO:0003723; GO:0051607; GO:0050688; GO:0006396
isogroup167131	A1DG68	GO:0005737; GO:0005634; GO:0004177; GO:0004301; GO:0008237; GO:0008270; GO:0043171
isogroup117178	A1DHK2	GO:0005789; GO:0012507; GO:0006888; GO:0015031
isogroup117061	A1DLC1	GO:0005576; GO:0047911; GO:0004650; GO:0071555; GO:0045490
isogroup329473	A1E295	GO:0005615; GO:0005764; GO:0042470; GO:0004197; GO:0004175; GO:0051603; GO:0050790
isogroup44688	A1E295	GO:0005615; GO:0005764; GO:0042470; GO:0004197; GO:0004175; GO:0051603; GO:0050790
isogroup147150	A1JHR5	GO:0005737; GO:0005524; GO:0016887; GO:0042626
isogroup301412	A1JHR5	GO:0005737; GO:0005524; GO:0016887; GO:0042626
isogroup95072	A1JHR5	GO:0005737; GO:0005524; GO:0016887; GO:0042626
isogroup287966	A1JJ50	GO:0005737; GO:0016861
isogroup38803	A1JJB8	GO:0004619; GO:0006096
isogroup123003	A1JJD6	GO:0005737; GO:0005524; GO:0031072; GO:0051082; GO:0008270; GO:0006260; GO:0006457; GO:0009408
isogroup165878	A1JRI8	GO:0005887; GO:0071916; GO:0015333; GO:0042937; GO:0015031
isogroup198083	A1K5T6	GO:0005524; GO:0000287; GO:0016779
isogroup210349	A1K5T6	GO:0005524; GO:0000287; GO:0016779
isogroup111299	A1K8Q1	GO:0008425; GO:0008689; GO:0006744
isogroup111708	A1KRZ9	GO:0005886
isogroup386517	A1KXI0	GO:0008234
isogroup350653	A1KYZ2	noMatch
isogroup238137	A1L0Y2	GO:0005814; GO:0061630
isogroup2444060	A1L0Y2	GO:0005814; GO:0061630
isogroup2444062	A1L0Y2	GO:0005814; GO:0061630
isogroup2444066	A1L0Y2	GO:0005814; GO:0061630
isogroup2444069	A1L0Y2	GO:0005814; GO:0061630
isogroup443400	A1L0Y2	GO:0005814; GO:0061630
isogroup112434	A1L0Z6	GO:0001534; GO:0060271; GO:0060294
isogroup263965	A1L0Z6	GO:0001534; GO:0060271; GO:0060294
isogroup303324	A1L1G1	GO:0005634; GO:0003729; GO:0006397; GO:0043484; GO:0008380
isogroup86941	A1L1G1	GO:0005634; GO:0003729; GO:0006397; GO:0043484; GO:0008380
isogroup329259	A1L1J9	GO:0005789; GO:0016021; GO:0051604
isogroup294631	A1L1K7	GO:0005829; GO:0016020; GO:0005739; GO:0047617; GO:0003996; GO:0005524; GO:0102391; GO:0004467; GO:0030154; GO:0007275; GO:0007283
isogroup47645	A1L1M4	GO:0005737; GO:0005634; GO:0030289; GO:0019888; GO:0006470
isogroup114353	A1L1P9	GO:0016021; GO:0005886; GO:0015297; GO:0042910; GO:0006855
isogroup212120	A1L1P9	GO:0016021; GO:0005886; GO:0015297; GO:0042910; GO:0006855
isogroup27014	A1L1P9	GO:0016021; GO:0005886; GO:0015297; GO:0042910; GO:0006855
isogroup270186	A1L1P9	GO:0016021; GO:0005886; GO:0015297; GO:0042910; GO:0006855
isogroup309833	A1L1P9	GO:0016021; GO:0005886; GO:0015297; GO:0042910; GO:0006855
isogroup35073	A1L258	GO:0031234; GO:0005739; GO:0051990; GO:0004458; GO:0071949; GO:0019516; GO:0022904
isogroup6717	A1L258	GO:0031234; GO:0005739; GO:0051990; GO:0004458; GO:0071949; GO:0019516; GO:0022904
isogroup69775	A1L3X0	GO:0005783; GO:0005789; GO:0030176; GO:0102336; GO:0102337; GO:0102338; GO:0009922; GO:0102756; GO:0034625; GO:0034626; GO:0019367; GO:0035338; GO:0030148; GO:0006636; GO:0042761
isogroup212582	A1L4X0	GO:0009507; GO:0031969; GO:0016021; GO:0009536; GO:0002229; GO:0034635; GO:0046686
isogroup30091	A1L4X0	GO:0009507; GO:0031969; GO:0016021; GO:0009536; GO:0002229; GO:0034635; GO:0046686
isogroup340616	A1L4X0	GO:0009507; GO:0031969; GO:0016021; GO:0009536; GO:0002229; GO:0034635; GO:0046686
isogroup36650	A1L4X0	GO:0009507; GO:0031969; GO:0016021; GO:0009536; GO:0002229; GO:0034635; GO:0046686
isogroup92065	A1L4X0	GO:0009507; GO:0031969; GO:0016021; GO:0009536; GO:0002229; GO:0034635; GO:0046686
isogroup93570	A1L4X0	GO:0009507; GO:0031969; GO:0016021; GO:0009536; GO:0002229; GO:0034635; GO:0046686
isogroup154406	A1RTZ6	GO:0005524; GO:0046933; GO:0042777
isogroup117526	A1RU92	GO:0005737; GO:0003864; GO:0046872; GO:0015940
isogroup411443	A1RY08	GO:0005737; GO:0005524; GO:0000049; GO:0051392; GO:0051391; GO:0002101
isogroup122004	A1S1Z8	GO:0030697
isogroup268427	A1S1Z8	GO:0030697
isogroup115886	A1SJ61	GO:0005737; GO:0005524; GO:0003684; GO:0008094; GO:0003697; GO:0006310; GO:0006281; GO:0009432
isogroup293239	A1SPV1	GO:0003998
isogroup266578	A1SX95	GO:0005524; GO:0004417; GO:0000287; GO:0009228; GO:0009229
isogroup312801	A1TFU9	GO:0071949; GO:0102099; GO:0070404; GO:0070402; GO:0016709; GO:0055114; GO:0006144; GO:0019628
isogroup22271	A1TG08	GO:0003723; GO:0008173; GO:0006396
isogroup335605	A1TG08	GO:0003723; GO:0008173; GO:0006396
